0.274,0.12
0.276,0.16
0.278,0.2
0.28,0.22
0.282,0.232
0.284,0.232
0.286,0.22
0.288,0.2
0.29,0.168
0.292,0.128
0.294,0.084
0.296,0.032
0.298,-0.02
0.3,-0.076
0.302,-0.12
0.304,-0.164
0.306,-0.196
0.308,-0.22
0.31,-0.232
0.312,-0.232
0.314,-0.22
0.316,-0.2
0.318,-0.172
0.32,-0.132
0.322,-0.088
0.324,-0.032
0.326,0.016
0.328,0.068
0.33,0.116
0.332,0.152
0.334,0.192
0.336,0.216
0.338,0.228
0.34,0.228
0.342,0.22
0.344,0.2
0.346,0.168
0.348,0.132
0.35,0.088
0.352,0.036
0.354,-0.016
0.356,-0.068
0.358,-0.116
0.36,-0.16
0.362,-0.192
0.364,-0.216
0.366,-0.228
0.368,-0.232
0.37,-0.224
0.372,-0.204
0.374,-0.176
0.376,-0.136
0.378,-0.092
0.38,-0.04
0.382,0.008
0.384,0.06
0.386,0.108
0.388,0.152
0.39,0.184
0.392,0.208
0.394,0.224
0.396,0.228
0.398,0.22
0.4,0.204
0.402,0.172
0.404,0.136
0.406,0.092
0.408,0.04
0.41,-0.012
0.412,-0.06
0.414,-0.1
0.416,-0.152
0.418,-0.184
0.42,-0.212
0.422,-0.228
0.424,-0.232
0.426,-0.22
0.428,-0.204
0.43,-0.176
0.432,-0.136
0.434,-0.096
0.436,-0.048
0.438,0.004
0.44,0.056
0.442,0.104
0.444,0.144
0.446,0.18
0.448,0.208
0.45,0.224
0.452,0.228
0.454,0.22
0.456,0.204
0.458,0.176
0.46,0.14
0.462,0.092
0.464,0.048
0.466,-0.004
0.468,-0.056
0.47,-0.1
0.472,-0.144
0.474,-0.18
0.476,-0.208
0.478,-0.224
0.48,-0.228
0.482,-0.224
0.484,-0.208
0.486,-0.18
0.488,-0.14
0.49,-0.096
0.492,-0.052
0.494,0.004
0.496,0.048
0.498,0.096
0.5,0.14
0.502,0.176
0.504,0.2
0.506,0.22
0.508,0.224
0.51,0.22
0.512,0.2
0.514,0.176
0.516,0.14
0.518,0.096
0.52,0.048
0.522,0
0.524,-0.052
0.526,-0.096
0.528,-0.14
0.53,-0.172
0.532,-0.2
0.534,-0.22
0.536,-0.224
0.538,-0.22
0.54,-0.204
0.542,-0.184
0.544,-0.136
0.546,-0.1
0.548,-0.056
0.55,-0.004
0.552,0.044
0.554,0.092
0.556,0.132
0.558,0.168
0.56,0.196
0.562,0.212
0.564,0.22
0.566,0.216
0.568,0.204
0.57,0.176
0.572,0.144
0.574,0.1
0.576,0.052
0.578,0.004
0.58,-0.044
0.582,-0.096
0.584,-0.132
0.586,-0.168
0.588,-0.196
0.59,-0.216
0.592,-0.22
0.594,-0.216
0.596,-0.204
0.598,-0.176
0.6,-0.144
0.602,-0.104
0.604,-0.06
0.606,-0.012
0.608,0.04
0.61,0.088
0.612,0.128
0.614,0.164
0.616,0.188
0.618,0.216
0.62,0.22
0.622,0.216
0.624,0.204
0.626,0.176
0.628,0.144
0.63,0.104
0.632,0.06
0.634,0.012
0.636,-0.036
0.638,-0.084
0.64,-0.128
0.642,-0.164
0.644,-0.192
0.646,-0.212
0.648,-0.22
0.65,-0.216
0.652,-0.2
0.654,-0.18
0.656,-0.152
0.658,-0.104
0.66,-0.064
0.662,-0.016
0.664,0.032
0.666,0.08
0.668,0.124
0.67,0.156
0.672,0.188
0.674,0.208
0.676,0.216
0.678,0.216
0.68,0.2
0.682,0.176
0.684,0.148
0.686,0.108
0.688,0.064
0.69,0.016
0.692,-0.032
0.694,-0.08
0.696,-0.124
0.698,-0.16
0.7,-0.188
0.702,-0.208
0.704,-0.216
0.706,-0.216
0.708,-0.204
0.71,-0.18
0.712,-0.152
0.714,-0.112
0.716,-0.068
0.718,-0.02
0.72,0.028
0.722,0.072
0.724,0.116
0.726,0.152
0.728,0.18
0.73,0.204
0.732,0.216
0.734,0.212
0.736,0.204
0.738,0.176
0.74,0.148
0.742,0.112
0.744,0.064
0.746,0.02
0.748,-0.024
0.75,-0.072
0.752,-0.116
0.754,-0.156
0.756,-0.184
0.758,-0.2
0.76,-0.216
0.762,-0.212
0.764,-0.2
0.766,-0.18
0.768,-0.152
0.77,-0.116
0.772,-0.072
0.774,-0.028
0.776,0.024
0.778,0.068
0.78,0.112
0.782,0.148
0.784,0.176
0.786,0.2
0.788,0.208
0.79,0.208
0.792,0.2
0.794,0.18
0.796,0.148
0.798,0.116
0.8,0.068
0.802,0.024
0.804,-0.02
0.806,-0.068
0.808,-0.112
0.81,-0.148
0.812,-0.176
0.814,-0.2
0.816,-0.208
0.818,-0.208
0.82,-0.2
0.822,-0.18
0.824,-0.152
0.826,-0.116
0.828,-0.076
0.83,-0.028
0.832,0.016
0.834,0.06
0.836,0.108
0.838,0.14
0.84,0.172
0.842,0.192
0.844,0.204
0.846,0.208
0.848,0.2
0.85,0.18
0.852,0.152
0.854,0.12
0.856,0.064
0.858,0.028
0.86,-0.016
0.862,-0.064
0.864,-0.104
0.866,-0.144
0.868,-0.176
0.87,-0.196
0.872,-0.208
0.874,-0.208
0.876,-0.2
0.878,-0.18
0.88,-0.156
0.882,-0.12
0.884,-0.08
0.886,-0.032
0.888,0.012
0.89,0.056
0.892,0.1
0.894,0.14
0.896,0.168
0.898,0.192
0.9,0.208
0.902,0.204
0.904,0.2
0.906,0.18
0.908,0.152
0.91,0.12
0.912,0.08
0.914,0.036
0.916,-0.012
0.918,-0.06
0.92,-0.1
0.922,-0.14
0.924,-0.168
0.926,-0.192
0.928,-0.204
0.93,-0.208
0.932,-0.2
0.934,-0.18
0.936,-0.156
0.938,-0.12
0.94,-0.084
0.942,-0.04
0.944,0.008
0.946,0.052
0.948,0.092
0.95,0.132
0.952,0.164
0.954,0.184
0.956,0.2
0.958,0.204
0.96,0.196
0.962,0.18
0.964,0.156
0.966,0.124
0.968,0.084
0.97,0.04
0.972,-0.008
0.974,-0.052
0.976,-0.096
0.978,-0.132
0.98,-0.164
0.982,-0.188
0.984,-0.2
0.986,-0.204
0.988,-0.2
0.99,-0.18
0.992,-0.156
0.994,-0.124
0.996,-0.084
0.998,-0.044
1,0
1.002,0.048
1.004,0.088
1.006,0.128
1.008,0.16
1.01,0.18
1.012,0.196
1.014,0.2
1.016,0.196
1.018,0.18
1.02,0.156
1.022,0.124
1.024,0.084
1.026,0.044
1.028,-0.004
1.03,-0.048
1.032,-0.088
1.034,-0.128
1.036,-0.16
1.038,-0.184
1.04,-0.2
1.042,-0.204
1.044,-0.196
1.046,-0.18
1.048,-0.16
1.05,-0.124
1.052,-0.088
1.054,-0.044
1.056,0
1.058,0.044
1.06,0.088
1.062,0.124
1.064,0.152
1.066,0.184
1.068,0.192
1.07,0.2
1.072,0.196
1.074,0.18
1.076,0.156
1.078,0.128
1.08,0.088
1.082,0.06
1.084,0
1.086,-0.044
1.088,-0.084
1.09,-0.124
1.092,-0.156
1.094,-0.18
1.096,-0.192
1.098,-0.2
1.1,-0.196
1.102,-0.18
1.104,-0.16
1.106,-0.128
1.108,-0.092
1.11,-0.052
1.112,-0.004
1.114,0.04
1.116,0.08
1.118,0.116
1.12,0.148
1.122,0.176
1.124,0.188
1.126,0.196
1.128,0.192
1.13,0.18
1.132,0.156
1.134,0.128
1.136,0.092
1.138,0.048
1.14,0.004
1.142,-0.036
1.144,-0.08
1.146,-0.116
1.148,-0.152
1.15,-0.176
1.152,-0.192
1.154,-0.2
1.156,-0.192
1.158,-0.18
1.16,-0.16
1.162,-0.132
1.164,-0.096
1.166,-0.056
1.168,-0.012
1.17,0.032
1.172,0.072
1.174,0.112
1.176,0.144
1.178,0.168
1.18,0.184
1.182,0.192
1.184,0.188
1.186,0.18
1.188,0.156
1.19,0.128
1.192,0.096
1.194,0.06
1.196,0.012
1.198,-0.032
1.2,-0.076
1.202,-0.112
1.204,-0.144
1.206,-0.172
1.208,-0.188
1.21,-0.196
1.212,-0.192
1.214,-0.18
1.216,-0.16
1.218,-0.132
1.22,-0.1
1.222,-0.056
1.224,-0.016
1.226,0.028
1.228,0.068
1.23,0.108
1.232,0.14
1.234,0.164
1.236,0.18
1.238,0.192
1.24,0.192
1.242,0.18
1.244,0.16
1.246,0.132
1.248,0.096
1.25,0.056
1.252,0.016
1.254,-0.028
1.256,-0.068
1.258,-0.108
1.26,-0.14
1.262,-0.168
1.264,-0.184
1.266,-0.192
1.268,-0.192
1.27,-0.18
1.272,-0.164
1.274,-0.132
1.276,-0.1
1.278,-0.064
1.28,-0.02
1.282,0.024
1.284,0.064
1.286,0.104
1.288,0.136
1.29,0.16
1.292,0.18
1.294,0.184
1.296,0.188
1.298,0.18
1.3,0.16
1.302,0.132
1.304,0.1
1.306,0.06
1.308,0.02
1.31,-0.024
1.312,-0.064
1.314,-0.104
1.316,-0.136
1.318,-0.164
1.32,-0.18
1.322,-0.192
1.324,-0.188
1.326,-0.18
1.328,-0.164
1.33,-0.136
1.332,-0.104
1.334,-0.064
1.336,-0.024
1.338,0.02
1.34,0.06
1.342,0.1
1.344,0.132
1.346,0.156
1.348,0.18
1.35,0.188
1.352,0.188
1.354,0.18
1.356,0.16
1.358,0.136
1.36,0.1
1.362,0.06
1.364,0.02
1.366,-0.02
1.368,-0.06
1.37,-0.1
1.372,-0.132
1.374,-0.16
1.376,-0.176
1.378,-0.188
1.38,-0.188
1.382,-0.18
1.384,-0.164
1.386,-0.136
1.388,-0.104
1.39,-0.068
1.392,-0.028
1.394,0.016
1.396,0.056
1.398,0.092
1.4,0.128
1.402,0.152
1.404,0.176
1.406,0.184
1.408,0.184
1.41,0.176
1.412,0.16
1.414,0.14
1.416,0.104
1.418,0.064
1.42,0.028
1.422,-0.016
1.424,-0.056
1.426,-0.096
1.428,-0.128
1.43,-0.156
1.432,-0.176
1.434,-0.184
1.436,-0.18
1.438,-0.18
1.44,-0.164
1.442,-0.136
1.444,-0.108
1.446,-0.072
1.448,-0.032
1.45,0.012
1.452,0.052
1.454,0.088
1.456,0.124
1.458,0.148
1.46,0.168
1.462,0.18
1.464,0.184
1.466,0.176
1.468,0.164
1.47,0.14
1.472,0.108
1.474,0.068
1.476,0.032
1.478,-0.012
1.48,-0.052
1.482,-0.088
1.484,-0.124
1.486,-0.148
1.488,-0.172
1.49,-0.184
1.492,-0.184
1.494,-0.176
1.496,-0.164
1.498,-0.14
1.5,-0.108
1.502,-0.072
1.504,-0.036
1.506,0.004
1.508,0.048
1.51,0.084
1.512,0.116
1.514,0.148
1.516,0.168
1.518,0.176
1.52,0.18
1.522,0.176
1.524,0.164
1.526,0.14
1.528,0.108
1.53,0.072
1.532,0.036
1.534,-0.008
1.536,-0.048
1.538,-0.088
1.54,-0.12
1.542,-0.148
1.544,-0.168
1.546,-0.18
1.548,-0.184
1.55,-0.176
1.552,-0.164
1.554,-0.14
1.556,-0.108
1.558,-0.076
1.56,-0.04
1.562,0.004
1.564,0.044
1.566,0.08
1.568,0.116
1.57,0.14
1.572,0.164
1.574,0.176
1.576,0.18
1.578,0.172
1.58,0.16
1.582,0.14
1.584,0.112
1.586,0.076
1.588,0.04
1.59,0
1.592,-0.044
1.594,-0.08
1.596,-0.112
1.598,-0.144
1.6,-0.164
1.602,-0.176
1.604,-0.18
1.606,-0.176
1.608,-0.164
1.61,-0.14
1.612,-0.112
1.614,-0.08
1.616,-0.044
1.618,0
1.62,0.04
1.622,0.072
1.624,0.108
1.626,0.14
1.628,0.16
1.63,0.172
1.632,0.176
1.634,0.172
1.636,0.16
1.638,0.14
1.64,0.112
1.642,0.076
1.644,0.044
1.646,0.004
1.648,-0.04
1.65,-0.076
1.652,-0.108
1.654,-0.14
1.656,-0.16
1.658,-0.176
1.66,-0.18
1.662,-0.176
1.664,-0.164
1.666,-0.14
1.668,-0.112
1.67,-0.08
1.672,-0.044
1.674,-0.008
1.676,0.036
1.678,0.068
1.68,0.104
1.682,0.132
1.684,0.156
1.686,0.168
1.688,0.172
1.69,0.172
1.692,0.16
1.694,0.144
1.696,0.112
1.698,0.08
1.7,0.044
1.702,0.008
1.704,-0.036
1.706,-0.072
1.708,-0.104
1.71,-0.136
1.712,-0.16
1.714,-0.176
1.716,-0.176
1.718,-0.176
1.72,-0.164
1.722,-0.144
1.724,-0.12
1.726,-0.084
1.728,-0.052
1.73,-0.012
1.732,0.028
1.734,0.064
1.736,0.1
1.738,0.132
1.74,0.152
1.742,0.168
1.744,0.172
1.746,0.172
1.748,0.16
1.75,0.14
1.752,0.116
1.754,0.084
1.756,0.048
1.758,0.008
1.76,-0.028
1.762,-0.068
1.764,-0.1
1.766,-0.128
1.768,-0.156
1.77,-0.168
1.772,-0.176
1.774,-0.176
1.776,-0.164
1.778,-0.148
1.78,-0.12
1.782,-0.088
1.784,-0.052
1.786,-0.012
1.788,0.028
1.79,0.06
1.792,0.096
1.794,0.124
1.796,0.148
1.798,0.164
1.8,0.172
1.802,0.172
1.804,0.16
1.806,0.144
1.808,0.12
1.81,0.088
1.812,0.048
1.814,0.012
1.816,-0.028
1.818,-0.06
1.82,-0.096
1.822,-0.128
1.824,-0.152
1.826,-0.168
1.828,-0.176
1.83,-0.172
1.832,-0.164
1.834,-0.144
1.836,-0.12
1.838,-0.092
1.84,-0.056
1.842,-0.016
1.844,0.024
1.846,0.06
1.848,0.092
1.85,0.124
1.852,0.144
1.854,0.16
1.856,0.168
1.858,0.168
1.86,0.16
1.862,0.14
1.864,0.12
1.866,0.088
1.868,0.056
1.87,0.016
1.872,-0.024
1.874,-0.06
1.876,-0.096
1.878,-0.12
1.88,-0.148
1.882,-0.164
1.884,-0.172
1.886,-0.172
1.888,-0.164
1.89,-0.144
1.892,-0.12
1.894,-0.096
1.896,-0.06
1.898,-0.02
1.9,0.016
1.902,0.052
1.904,0.088
1.906,0.12
1.908,0.144
1.91,0.156
1.912,0.168
1.914,0.168
1.916,0.156
1.918,0.144
1.92,0.12
1.922,0.088
1.924,0.056
1.926,0.02
1.928,-0.016
1.93,-0.056
1.932,-0.088
1.934,-0.116
1.936,-0.144
1.938,-0.16
1.94,-0.168
1.942,-0.172
1.944,-0.164
1.946,-0.144
1.948,-0.12
1.95,-0.096
1.952,-0.06
1.954,-0.024
1.956,0.012
1.958,0.048
1.96,0.084
1.962,0.112
1.964,0.14
1.966,0.156
1.968,0.164
1.97,0.168
1.972,0.16
1.974,0.144
1.976,0.12
1.978,0.092
1.98,0.06
1.982,0.024
1.984,-0.016
1.986,-0.052
1.988,-0.088
1.99,-0.116
1.992,-0.136
1.994,-0.156
1.996,-0.168
1.998,-0.168
2,-0.16
2.002,-0.148
2.004,-0.124
2.006,-0.096
2.008,-0.064
2.01,-0.028
2.012,0.008
2.014,0.044
2.016,0.08
2.018,0.112
2.02,0.136
2.022,0.152
2.024,0.164
2.026,0.164
2.028,0.156
2.03,0.144
2.032,0.124
2.034,0.096
2.036,0.06
2.038,0.028
2.04,-0.004
2.042,-0.048
2.044,-0.08
2.046,-0.108
2.048,-0.136
2.05,-0.152
2.052,-0.164
2.054,-0.164
2.056,-0.16
2.058,-0.144
2.06,-0.124
2.062,-0.1
2.064,-0.068
2.066,-0.028
2.068,0.008
2.07,0.044
2.072,0.072
2.074,0.108
2.076,0.132
2.078,0.148
2.08,0.16
2.082,0.164
2.084,0.156
2.086,0.144
2.088,0.124
2.09,0.096
2.092,0.064
2.094,0.032
2.096,-0.008
2.098,-0.044
2.1,-0.076
2.102,-0.108
2.104,-0.132
2.106,-0.152
2.108,-0.164
2.11,-0.164
2.112,-0.16
2.114,-0.144
2.116,-0.124
2.118,-0.1
2.12,-0.068
2.122,-0.036
2.124,0.004
2.126,0.04
2.128,0.072
2.13,0.104
2.132,0.128
2.134,0.148
2.136,0.16
2.138,0.16
2.14,0.156
2.142,0.144
2.144,0.124
2.146,0.1
2.148,0.064
2.15,0.032
2.152,-0.004
2.154,-0.04
2.156,-0.072
2.158,-0.104
2.16,-0.128
2.162,-0.152
2.164,-0.16
2.166,-0.164
2.168,-0.16
2.17,-0.144
2.172,-0.124
2.174,-0.1
2.176,-0.072
2.178,-0.04
2.18,0
2.182,0.036
2.184,0.068
2.186,0.096
2.188,0.124
2.19,0.144
2.192,0.156
2.194,0.16
2.196,0.156
2.198,0.144
2.2,0.124
2.202,0.1
2.204,0.068
2.206,0.036
2.208,0.004
2.21,-0.032
2.212,-0.068
2.214,-0.1
2.216,-0.124
2.218,-0.144
2.22,-0.16
2.222,-0.164
2.224,-0.16
2.226,-0.144
2.228,-0.128
2.23,-0.1
2.232,-0.072
2.234,-0.04
2.236,-0.004
2.238,0.032
2.24,0.06
2.242,0.092
2.244,0.12
2.246,0.14
2.248,0.152
2.25,0.156
2.252,0.156
2.254,0.144
2.256,0.124
2.258,0.104
2.26,0.072
2.262,0.04
2.264,0.004
2.266,-0.032
2.268,-0.064
2.27,-0.096
2.272,-0.12
2.274,-0.14
2.276,-0.156
2.278,-0.16
2.28,-0.156
2.282,-0.148
2.284,-0.128
2.286,-0.1
2.288,-0.076
2.29,-0.044
2.292,-0.008
2.294,0.028
2.296,0.06
2.298,0.092
2.3,0.116
2.302,0.14
2.304,0.152
2.306,0.156
2.308,0.152
2.31,0.144
2.312,0.128
2.314,0.104
2.316,0.072
2.318,0.044
2.32,0.008
2.322,-0.028
2.324,-0.06
2.326,-0.092
2.328,-0.116
2.33,-0.136
2.332,-0.152
2.334,-0.156
2.336,-0.156
2.338,-0.144
2.34,-0.128
2.342,-0.108
2.344,-0.076
2.346,-0.048
2.348,-0.016
2.35,0.024
2.352,0.056
2.354,0.084
2.356,0.112
2.358,0.136
2.36,0.144
2.362,0.152
2.364,0.152
2.366,0.144
2.368,0.128
2.37,0.104
2.372,0.076
2.374,0.044
2.376,0.012
2.378,-0.024
2.38,-0.056
2.382,-0.084
2.384,-0.112
2.386,-0.132
2.388,-0.148
2.39,-0.156
2.392,-0.156
2.394,-0.144
2.396,-0.128
2.398,-0.104
2.4,-0.08
2.402,-0.048
2.404,-0.016
2.406,0.02
2.408,0.052
2.41,0.08
2.412,0.108
2.414,0.132
2.416,0.144
2.418,0.152
2.42,0.152
2.422,0.144
2.424,0.128
2.426,0.108
2.428,0.08
2.43,0.048
2.432,0.016
2.434,-0.02
2.436,-0.056
2.438,-0.084
2.44,-0.108
2.442,-0.132
2.444,-0.148
2.446,-0.156
2.448,-0.156
2.45,-0.144
2.452,-0.128
2.454,-0.104
2.456,-0.08
2.458,-0.052
2.46,-0.016
2.462,0.016
2.464,0.048
2.466,0.08
2.468,0.104
2.47,0.128
2.472,0.144
2.474,0.148
2.476,0.148
2.478,0.144
2.48,0.128
2.482,0.108
2.484,0.08
2.486,0.052
2.488,0.016
2.49,-0.02
2.492,-0.052
2.494,-0.08
2.496,-0.108
2.498,-0.128
2.5,-0.144
2.502,-0.152
2.504,-0.152
2.506,-0.144
2.508,-0.132
2.51,-0.108
2.512,-0.084
2.514,-0.056
2.516,-0.02
2.518,0.012
2.52,0.044
2.522,0.072
2.524,0.1
2.526,0.124
2.528,0.14
2.53,0.148
2.532,0.148
2.534,0.14
2.536,0.128
2.538,0.108
2.54,0.08
2.542,0.052
2.544,0.02
2.546,-0.016
2.548,-0.048
2.55,-0.076
2.552,-0.104
2.554,-0.124
2.556,-0.14
2.558,-0.148
2.56,-0.152
2.562,-0.144
2.564,-0.132
2.566,-0.108
2.568,-0.084
2.57,-0.056
2.572,-0.024
2.574,0.008
2.576,0.04
2.578,0.072
2.58,0.1
2.582,0.12
2.584,0.136
2.586,0.144
2.588,0.148
2.59,0.144
2.592,0.128
2.594,0.112
2.596,0.08
2.598,0.056
2.6,0.024
2.602,-0.008
2.604,-0.044
2.606,-0.072
2.608,-0.1
2.61,-0.12
2.612,-0.136
2.614,-0.148
2.616,-0.152
2.618,-0.144
2.62,-0.128
2.622,-0.108
2.624,-0.088
2.626,-0.056
2.628,-0.024
2.63,0.008
2.632,0.04
2.634,0.068
2.636,0.096
2.638,0.116
2.64,0.136
2.642,0.144
2.644,0.144
2.646,0.144
2.648,0.132
2.65,0.112
2.652,0.084
2.654,0.056
2.656,0.024
2.658,-0.008
2.66,-0.04
2.662,-0.072
2.664,-0.096
2.666,-0.12
2.668,-0.136
2.67,-0.148
2.672,-0.148
2.674,-0.144
2.676,-0.128
2.678,-0.112
2.68,-0.088
2.682,-0.06
2.684,-0.032
2.686,0.004
2.688,0.036
2.69,0.064
2.692,0.092
2.694,0.116
2.696,0.132
2.698,0.14
2.7,0.144
2.702,0.144
2.704,0.128
2.706,0.108
2.708,0.088
2.71,0.06
2.712,0.028
2.714,-0.004
2.716,-0.036
2.718,-0.064
2.72,-0.096
2.722,-0.112
2.724,-0.132
2.726,-0.144
2.728,-0.144
2.73,-0.14
2.732,-0.128
2.734,-0.112
2.736,-0.092
2.738,-0.064
2.74,-0.032
2.742,0
2.744,0.032
2.746,0.06
2.748,0.088
2.75,0.112
2.752,0.128
2.754,0.14
2.756,0.144
2.758,0.14
2.76,0.128
2.762,0.112
2.764,0.088
2.766,0.06
2.768,0.028
2.77,0
2.772,-0.032
2.774,-0.06
2.776,-0.092
2.778,-0.112
2.78,-0.128
2.782,-0.14
2.784,-0.144
2.786,-0.14
2.788,-0.128
2.79,-0.112
2.792,-0.096
2.794,-0.064
2.796,-0.036
2.798,-0.004
2.8,0.028
2.802,0.06
2.804,0.084
2.806,0.108
2.808,0.124
2.81,0.14
2.812,0.14
2.814,0.14
2.816,0.132
2.818,0.112
2.82,0.088
2.822,0.06
2.824,0.036
2.826,0
2.828,-0.032
2.83,-0.06
2.832,-0.084
2.834,-0.108
2.836,-0.124
2.838,-0.14
2.84,-0.14
2.842,-0.136
2.844,-0.132
2.846,-0.112
2.848,-0.092
2.85,-0.068
2.852,-0.036
2.854,-0.004
2.856,0.028
2.858,0.052
2.86,0.08
2.862,0.108
2.864,0.124
2.866,0.136
2.868,0.14
2.87,0.14
2.872,0.128
2.874,0.112
2.876,0.092
2.878,0.064
2.88,0.036
2.882,0.008
2.884,-0.024
2.886,-0.056
2.888,-0.084
2.89,-0.104
2.892,-0.124
2.894,-0.136
2.896,-0.14
2.898,-0.14
2.9,-0.132
2.902,-0.116
2.904,-0.096
2.906,-0.068
2.908,-0.04
2.91,-0.008
2.912,0.024
2.914,0.052
2.916,0.076
2.918,0.1
2.92,0.12
2.922,0.132
2.924,0.14
2.926,0.136
2.928,0.128
2.93,0.112
2.932,0.092
2.934,0.064
2.936,0.036
2.938,0.008
2.94,-0.024
2.942,-0.056
2.944,-0.08
2.946,-0.1
2.948,-0.124
2.95,-0.132
2.952,-0.14
2.954,-0.14
2.956,-0.128
2.958,-0.116
2.96,-0.096
2.962,-0.072
2.964,-0.044
2.966,-0.012
2.968,0.016
2.97,0.048
2.972,0.072
2.974,0.1
2.976,0.116
2.978,0.132
2.98,0.136
2.982,0.136
2.984,0.128
2.986,0.112
2.988,0.096
2.99,0.068
2.992,0.044
2.994,0.012
2.996,-0.02
2.998,-0.052
3,-0.076
3.002,-0.1
3.004,-0.12
3.006,-0.128
3.008,-0.14
3.01,-0.14
3.012,-0.128
3.014,-0.116
3.016,-0.096
3.018,-0.072
3.02,-0.048
3.022,-0.016
3.024,0.016
3.026,0.044
3.028,0.072
3.03,0.096
3.032,0.112
3.034,0.128
3.036,0.136
3.038,0.136
3.04,0.128
3.042,0.112
3.044,0.096
3.046,0.072
3.048,0.044
3.05,0.016
3.052,-0.016
3.054,-0.044
3.056,-0.072
3.058,-0.096
3.06,-0.116
3.062,-0.128
3.064,-0.136
3.066,-0.136
3.068,-0.128
3.07,-0.116
3.072,-0.096
3.074,-0.076
3.076,-0.048
3.078,-0.016
3.08,0.012
3.082,0.04
3.084,0.068
3.086,0.092
3.088,0.112
3.09,0.128
3.092,0.136
3.094,0.136
3.096,0.128
3.098,0.116
3.1,0.096
3.102,0.072
3.104,0.044
3.106,0.016
3.108,-0.016
3.11,-0.044
3.112,-0.072
3.114,-0.092
3.116,-0.112
3.118,-0.128
3.12,-0.136
3.122,-0.136
3.124,-0.128
3.126,-0.116
3.128,-0.096
3.13,-0.076
3.132,-0.052
3.134,-0.02
3.136,0.012
3.138,0.04
3.14,0.064
3.142,0.088
3.144,0.108
3.146,0.124
3.148,0.132
3.15,0.132
3.152,0.124
3.154,0.116
3.156,0.096
3.158,0.072
3.16,0.048
3.162,0.02
3.164,-0.008
3.166,-0.044
3.168,-0.068
3.17,-0.092
3.172,-0.112
3.174,-0.124
3.176,-0.132
3.178,-0.136
3.18,-0.128
3.182,-0.116
3.184,-0.1
3.186,-0.076
3.188,-0.052
3.19,-0.024
3.192,0.008
3.194,0.036
3.196,0.06
3.198,0.088
3.2,0.108
3.202,0.12
3.204,0.128
3.206,0.132
3.208,0.124
3.21,0.116
3.212,0.096
3.214,0.076
3.216,0.052
3.218,0.024
3.22,-0.008
3.222,-0.036
3.224,-0.064
3.226,-0.088
3.228,-0.104
3.23,-0.124
3.232,-0.132
3.234,-0.132
3.236,-0.128
3.238,-0.116
3.24,-0.1
3.242,-0.08
3.244,-0.056
3.246,-0.028
3.248,0.004
3.25,0.032
3.252,0.06
3.254,0.084
3.256,0.104
3.258,0.12
3.26,0.128
3.262,0.132
3.264,0.124
3.266,0.116
3.268,0.096
3.27,0.076
3.272,0.052
3.274,0.028
3.276,-0.004
3.278,-0.032
3.28,-0.06
3.282,-0.084
3.284,-0.104
3.286,-0.12
